ID;Edad;Sexo;Estado_Civil;Numero_Hijos;Nivel_Educativo;Zona_Vivienda;Estrato;Sector;Tamaño_Empresa;Trabajo_Turnos;Tipo_Contrato;Horas_Semana;Ingreso;Tipo_Cargo;Personas_Cargo;Años_Experiencia;Antiguedad_Cargo;Modalidad;Horas_Traslado;Horas_Formacion;CT1;CT2;CT3;PT1;PT2;PT3;PT4;CL1;CL2;CL3;CL4;CL5;CL6;CL7;AC1;AC2;AC3;CR1;CR2;CR3;CR4;CoR1;CoR2;CoR3;GC1;GC2;GC3;GC4;SM1;SM2;SM3;SM4;SM5;SAT1;SAT2;SAT3;SAT4;SAT5;SAT6;SAT7;SAT8;SAT9;IR1;IR2;IR3;IR4;FT1;FT2;FT3;FT4;FT5;TF1;TF2;TF3;TF4;TF5;BU1;BU2;BU3;BU4;BU5;BU6;BU7;BU8;BU9;BU10;BU11;BU12;BP1;BP2;BP3;BP4;BP5;BP6;BP7;BP8;BP9;BP10;SOM1;SOM2;SOM3;SOM4;SOM5;DL1;DL2;DL3;DL4;DL5;DL6;DL7;DL8;CT_prom;PT_prom;CL_prom;AC_prom;CR_prom;CoR_prom;GC_prom;SM_prom;SAT_prom;IR_prom;FT_prom;TF_prom;BU_prom;BP_prom;SOM_prom;DL_prom
35;25;Hombre;Casado;4;Técnico;Urbana;3;Mixto;Entre 50 y 200 empleados;No;Otro;40;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;6;2;1;1;4;4;4;4;1;1;1;1;2;1;1;5;5;5;5;4;4;2;3;2;3;2;2;1;2;2;2;3;3;3;3;2;2;2;2;2;2;3;2;3;7;5;5;3;1;2;1;2;4;4;4;4;6;5;5;4;4;5;5;4;5;5;5;4;5;4;4;5;4;4;4;5;3;4;5;6;4;6;5;5;5;5;6;5;5;6;5;5;1.333333333;4;1.142857143;5;3.75;2.666666667;1.75;2.6;2.222222222;5;1.8;4.4;4.666666667;4.2;5.2;5.25
36;37;Mujer;Soltero;2;Posgrado;Urbana;2;Público;Más de 500 empleados;No;Presentación de servicios;37;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;10;3;3;3;4;4;4;4;3;3;3;3;2;3;2;4;3;3;3;4;4;3;3;2;3;3;3;2;2;3;3;4;2;3;4;4;4;4;4;6;6;6;6;4;6;4;4;2;3;3;2;3;6;5;5;6;6;4;4;5;4;4;3;4;3;3;4;4;4;3;4;3;4;3;3;4;3;5;3;4;5;5;4;4;3;3;4;4;4;3;3;3;3;4;2.714285714;3.333333333;3.5;2.666666667;2.5;3;4.888888889;4.5;2.6;5.6;3.833333333;3.5;4.4;3.375
37;33;Mujer;Soltero;2;Tecnológico;Urbana;3;Mixto;Entre 200 y 500 empleados;No;Carrera;43;Entre 5 y 10 SMLV;Operativo;No;Entre 1 a 5;Menos de 1 año;Presencial;Entre 1 y 2 horas;46;3;3;2;3;3;4;2;3;3;3;3;4;3;4;4;4;4;5;4;4;5;2;2;2;4;3;3;3;3;2;3;2;4;4;4;6;4;6;4;6;4;2;2;5;4;6;2;3;3;3;2;2;4;2;4;4;3;5;3;4;3;3;5;3;3;3;3;3;4;5;5;4;4;4;4;4;5;4;3;2;1;2;2;5;3;4;6;4;5;4;5;2.666666667;3;3.285714286;4;4.5;2;3.25;2.8;4.444444444;4.25;2.6;3.2;3.416666667;4.3;2;4.5
38;47;Mujer;Soltero;2;Profesional;Urbana;3;Público;Entre 50 y 200 empleados;No;Provisionalidad;46;Entre 1 y 3 SMLV;Directivo;No;Entre 15 a 20;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;5;2;2;2;4;4;5;5;4;3;4;4;3;3;3;1;3;3;5;4;4;4;2;3;3;3;2;3;2;3;3;3;3;3;5;6;6;6;6;6;5;6;6;6;2;2;3;4;2;4;2;4;6;6;4;6;4;3;4;4;3;3;4;3;2;4;3;4;3;4;6;6;5;5;7;5;6;5;4;3;3;3;3;3;3;2;4;2;2;4;4;3;2;4.5;3.428571429;2.333333333;4.25;2.666666667;2.5;3;5.777777778;3.25;3.2;5.2;3.333333333;5.3;3;3
39;52;Hombre;Soltero;Sin hijos;Profesional;Urbana;2;Mixto;Más de 500 empleados;No;Libre nombramiento y remocion;47;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Más de 10 años;Presencial;Entre 1 y 2 horas;17;4;4;4;2;2;2;3;3;2;3;3;3;4;2;3;4;4;4;3;5;4;2;3;2;3;3;3;3;3;2;2;2;2;2;6;6;6;6;5;5;5;6;4;4;2;4;1;3;3;1;1;4;2;4;4;4;3;3;2;3;3;3;3;3;3;2;3;2;5;6;5;6;5;6;5;6;6;5;1;2;1;1;2;2;3;2;3;4;1;3;3;4;2.25;2.857142857;3.666666667;4;2.333333333;3;2.2;5.222222222;3.5;1.8;3.6;2.75;5.5;1.4;2.625
40;52;Hombre;Soltero;Sin hijos;Posgrado;Urbana;5;Mixto;Entre 200 y 500 empleados;Si;Carrera;36;Entre 1 y 3 SMLV;Administrativo;No;Más de 25;Menos de 1 año;Presencial;Entre 1 y 2 horas;11;3;3;3;3;4;3;3;5;4;5;5;5;5;5;2;3;3;4;4;4;5;2;3;3;4;4;3;3;4;5;5;5;4;6;5;5;5;5;7;5;5;5;6;2;4;4;2;3;3;2;4;3;1;1;1;1;2;3;2;3;2;2;2;3;3;2;2;2;6;6;7;7;7;7;6;7;6;7;1;2;2;3;2;2;4;4;4;4;5;5;3;3;3.25;4.857142857;2.666666667;4.25;2.666666667;3.5;4.6;5.333333333;4;2.8;1.4;2.333333333;6.6;2;3.875
41;23;Hombre;Soltero;1;Posgrado;Urbana;2;Público;Entre 50 y 200 empleados;Si;Provisionalidad;47;Entre 1 y 3 SMLV;Directivo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;31;1;3;2;3;4;2;3;3;3;3;3;3;3;3;4;4;4;5;4;4;5;2;2;3;3;3;3;3;2;3;3;3;3;5;7;5;5;5;5;7;5;7;7;1;1;1;2;3;3;3;3;2;4;4;2;4;2;1;1;2;2;1;2;2;1;1;1;2;5;6;6;6;6;6;5;6;6;5;2;2;1;2;1;3;4;2;3;5;4;3;5;2;3;3;4;4.5;2.333333333;3;2.8;5.666666667;2.5;2.8;3.2;1.5;5.7;1.6;3.625
42;23;Hombre;Separado;2;Bachiller;Urbana;3;Público;Entre 10 y 50 empleados;No;Provisionalidad;45;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 3 y 7 años;Presencial;Menos de 1 hora;21;3;5;4;2;1;1;1;4;3;4;4;4;4;4;4;4;3;5;4;4;4;3;1;1;3;3;4;4;3;3;3;3;4;4;5;6;5;6;6;5;6;5;2;4;4;6;2;3;3;3;3;3;3;3;3;1;3;2;1;2;2;2;1;2;1;1;2;2;7;6;7;6;7;6;6;6;7;6;1;2;1;2;1;1;2;1;2;3;2;1;1;4;1.25;3.857142857;3.666666667;4.25;1.666666667;3.5;3.2;5.333333333;4;2.8;2.6;1.75;6.4;1.4;1.625
43;55;Mujer;Separado;1;Técnico;Urbana;5;Público;Entre 50 y 200 empleados;Si;Carrera;46;Entre 1 y 3 SMLV;Administrativo;Si;Entre 5 a 10;Más de 10 años;Presencial;Menos de 1 hora;9;2;4;3;1;1;2;2;5;5;5;5;5;5;5;5;5;4;5;5;5;5;1;1;2;2;4;3;4;4;4;4;3;3;5;6;5;5;5;5;5;5;4;6;2;2;1;1;3;1;1;3;3;1;3;2;3;2;2;3;3;2;3;2;2;2;2;2;2;5;5;5;6;5;6;4;5;5;5;3;3;2;2;2;3;2;2;3;3;2;3;2;3;1.5;5;4.666666667;5;1.333333333;3.25;3.6;5;2.75;1.8;2.4;2.25;5.1;2.4;2.5
44;41;Hombre;Soltero;1;Profesional;Urbana;2;Público;Entre 200 y 500 empleados;No;Carrera;39;Entre 1 y 3 SMLV;Operativo;Si;Entre 5 a 10;Entre 1 y 3 años;Híbrido;Menos de 1 hora;4;2;2;2;2;4;3;2;3;3;4;3;4;4;3;4;4;4;4;5;5;4;1;2;2;3;3;3;4;3;3;2;3;4;6;6;6;5;5;6;6;6;4;7;3;3;1;2;2;4;2;6;4;2;4;4;2;2;2;2;1;1;1;2;1;1;1;1;1;6;6;6;6;5;6;6;5;5;5;3;4;3;3;3;2;2;1;1;2;1;2;2;2;2.75;3.428571429;4;4.5;1.666666667;3.25;3;5.555555556;3.5;3.2;3.2;1.333333333;5.6;3.2;1.625
45;48;Mujer;Casado;Sin hijos;Posgrado;Urbana;4;Público;Entre 50 y 200 empleados;No;Provisionalidad;44;Entre 1 y 3 SMLV;Directivo;No;Entre 10 a 15;Menos de 1 año;Presencial;Menos de 1 hora;28;2;1;1;4;4;4;4;2;2;3;2;2;2;2;3;4;4;3;4;4;5;5;4;3;3;3;3;3;3;4;4;3;4;6;4;5;4;4;6;6;4;6;4;4;4;4;3;3;2;3;3;1;1;3;3;2;3;3;3;4;4;4;4;4;3;4;3;4;4;4;3;4;4;4;4;4;4;3;5;6;6;6;4;6;6;4;5;5;4;5;6;1.333333333;4;2.142857143;3.666666667;4;4;3;3.6;5;4;2.8;2;3.583333333;3.8;5.4;5.125
46;54;Mujer;Unión libre;3;Posgrado;Urbana;2;Público;Entre 50 y 200 empleados;Si;Carrera;36;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 1 y 3 años;Presencial;Menos de 1 hora;23;3;4;3;3;2;3;3;3;3;3;2;3;2;3;4;3;4;5;4;5;5;3;2;3;4;5;3;4;2;1;1;1;1;3;4;4;4;4;4;4;4;2;3;5;7;6;3;3;3;3;1;3;2;2;2;2;2;3;2;3;2;3;2;3;3;3;3;3;5;4;4;5;5;5;5;5;4;6;2;3;2;3;1;3;3;3;4;2;3;3;5;3.333333333;2.75;2.714285714;3.666666667;4.75;2.666666667;4;1.2;3.666666667;5.25;2.6;2.2;2.666666667;4.8;2.2;3.25
47;21;Hombre;Casado;1;Profesional;Urbana;2;Mixto;Entre 200 y 500 empleados;No;Carrera;36;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;108;3;5;4;2;2;3;2;2;3;3;3;3;4;2;2;3;2;4;5;4;4;2;3;1;3;3;3;3;4;3;2;3;3;2;3;3;2;3;2;2;2;3;1;7;5;5;6;4;6;4;2;4;2;2;2;4;5;4;5;5;4;5;5;4;4;5;5;5;6;5;5;4;5;6;5;4;4;5;3;2;3;3;5;5;5;5;5;4;4;5;5;4;2.25;2.857142857;2.333333333;4.25;2;3;3;2.444444444;4.5;4.4;2.8;4.666666667;4.9;3.2;4.75
48;46;Mujer;Casado;2;Profesional;Urbana;3;Público;Entre 50 y 200 empleados;No;Presentación de servicios;44;Entre 3 y 5 SMLV;Operativo;Si;Entre 5 a 10;Entre 1 y 3 años;Presencial;Menos de 1 hora;113;4;4;5;2;3;2;2;4;5;4;5;5;4;5;3;4;4;5;5;5;5;3;1;2;3;4;4;4;4;3;5;5;4;5;6;6;6;6;6;6;6;6;5;2;2;2;3;2;3;3;3;1;1;1;3;1;1;3;2;2;2;2;3;2;2;3;2;2;6;5;5;6;5;5;5;6;4;4;2;1;2;2;1;1;2;3;1;3;3;3;3;4.333333333;2.25;4.571428571;3.666666667;5;2;3.75;4.2;5.888888889;2.75;2.8;1.4;2.166666667;5.1;1.6;2.375
49;46;Hombre;Soltero;Sin hijos;Posgrado;Urbana;3;Público;Entre 50 y 200 empleados;No;Otro;45;Entre 1 y 3 SMLV;Administrativo;Si;Entre 1 a 5;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;13;4;3;4;3;4;3;3;3;3;3;4;3;3;3;4;4;5;5;5;5;5;2;2;3;4;4;3;3;4;4;4;5;4;6;4;6;5;6;5;6;5;6;5;1;3;3;6;6;4;6;4;7;7;6;7;5;2;3;3;2;3;2;2;3;3;1;3;2;6;7;7;6;6;7;7;6;6;6;2;3;2;2;3;1;1;1;1;1;2;1;1;3.666666667;3.25;3.142857143;4.333333333;5;2.333333333;3.5;4.2;5.444444444;3;5.2;6.4;2.416666667;6.4;2.4;1.125
50;60;Mujer;Casado;2;Profesional;Urbana;3;Público;Entre 10 y 50 empleados;No;Otro;35;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Menos de 1 hora;90;2;2;1;5;5;4;5;3;4;4;3;4;4;3;4;4;4;4;4;4;5;3;2;2;5;4;4;3;4;4;4;4;4;4;2;4;6;4;4;4;6;4;4;4;4;2;1;1;1;1;3;4;4;5;4;4;2;3;2;2;3;3;3;3;3;2;3;3;5;5;4;4;5;4;4;4;4;5;4;3;4;4;4;3;3;2;2;2;3;4;2;1.666666667;4.75;3.571428571;4;4.25;2.333333333;4;4;4.222222222;3.5;1.4;4.2;2.666666667;4.4;3.8;2.625
51;49;Mujer;Unión libre;Sin hijos;Posgrado;Urbana;4;Público;Entre 200 y 500 empleados;No;Otro;41;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 3 y 7 años;Presencial;Entre 2 y 3 horas;6;2;2;1;5;4;4;5;3;4;4;4;4;4;4;4;4;5;5;5;5;5;2;3;3;2;4;4;3;3;2;2;2;4;6;4;6;6;6;2;2;6;2;2;4;4;6;2;2;2;4;3;6;6;6;4;5;3;2;3;4;3;3;4;3;4;4;3;3;4;3;4;4;4;3;4;4;4;4;3;4;2;3;2;3;3;2;3;3;4;3;3;1.666666667;4.5;3.857142857;4.333333333;5;2.666666667;3.25;2.6;4.444444444;4;2.6;5.4;3.25;3.8;2.8;3
52;38;Mujer;Soltero;2;Posgrado;Urbana;3;Público;Entre 50 y 200 empleados;No;Otro;41;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Menos de 1 año;Híbrido;Menos de 1 hora;68;5;4;5;1;2;1;1;4;4;4;5;4;5;4;3;3;4;4;5;5;5;2;1;1;2;2;1;1;3;3;2;2;3;5;6;6;5;5;7;5;6;5;5;2;3;2;3;1;1;3;3;1;1;3;1;1;1;2;1;2;1;1;2;2;1;1;1;1;6;7;6;5;6;6;6;6;6;6;2;2;2;2;2;3;3;4;4;2;4;2;3;4.666666667;1.25;4.285714286;3.333333333;4.75;1.333333333;1.5;2.6;5.555555556;3;2.2;1.4;1.333333333;6;2;3.125
53;41;Hombre;Soltero;3;Posgrado;Urbana;4;Público;Más de 500 empleados;No;Provisionalidad;43;Entre 1 y 3 SMLV;Directivo;No;Entre 5 a 10;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;86;4;5;5;1;1;2;1;3;4;3;3;4;4;4;3;3;3;5;3;5;5;2;2;1;3;4;4;3;2;3;2;3;1;5;6;6;5;5;5;5;6;5;4;4;4;4;3;3;1;1;3;2;2;1;4;3;1;1;1;1;1;2;1;1;1;1;1;1;5;5;5;5;5;5;4;5;5;4;3;4;2;2;3;1;2;1;2;1;1;1;1;4.666666667;1.25;3.571428571;3;4.5;1.666666667;3.5;2.2;5.333333333;4;2.2;2.4;1.083333333;4.8;2.8;1.25
54;43;Mujer;Soltero;3;Posgrado;Urbana;4;Público;Entre 200 y 500 empleados;No;Carrera;36;Entre 1 y 3 SMLV;Administrativo;No;Más de 25;Entre 1 y 3 años;Híbrido;Más de 3 horas;9;3;2;3;2;2;2;2;4;3;4;4;3;3;4;4;3;3;4;3;4;4;3;2;3;4;4;4;3;3;4;3;4;4;7;7;7;5;7;7;7;7;5;7;3;1;1;1;3;3;3;3;4;1;1;3;1;1;1;1;1;2;1;1;2;1;1;2;1;6;7;7;7;7;7;7;7;7;6;2;3;2;3;1;3;3;1;2;2;3;3;3;2.666666667;2;3.571428571;3.333333333;3.75;2.666666667;3.75;3.6;6.555555556;3;2.6;2;1.25;6.8;2.2;2.5
55;45;Mujer;Soltero;Sin hijos;Profesional;Urbana;3;Público;Entre 200 y 500 empleados;No;Carrera;32;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Menos de 1 hora;0;4;5;5;2;2;1;1;3;3;3;3;3;4;3;4;3;5;3;4;4;4;1;1;1;4;3;3;4;5;4;5;5;5;6;5;6;6;5;6;6;6;5;6;4;2;4;3;3;2;2;3;1;1;1;3;3;2;1;3;2;1;1;2;1;2;1;1;2;6;6;6;5;5;6;5;5;6;6;3;3;3;3;4;1;1;1;1;1;2;1;1;4.666666667;1.5;3.142857143;4;3.75;1;3.5;4.8;5.666666667;4;2.6;1.8;1.583333333;5.6;3.2;1.125
56;35;Mujer;Casado;Sin hijos;Profesional;Urbana;3;Público;Entre 50 y 200 empleados;No;Libre nombramiento y remocion;50;Entre 1 y 3 SMLV;Operativo;No;Entre 15 a 20;Menos de 1 año;Presencial;Menos de 1 hora;10;4;5;5;1;2;1;2;3;4;3;4;3;3;3;4;5;5;5;4;5;4;3;3;3;3;3;3;3;4;3;3;4;4;7;5;5;5;7;6;6;5;5;4;3;2;3;2;3;3;3;3;3;3;1;1;3;1;1;1;1;1;1;1;1;1;2;2;2;7;6;6;6;6;6;6;6;5;6;3;5;2;3;3;2;1;1;1;1;1;1;1;4.666666667;1.5;3.285714286;4.666666667;4.5;3;3;3.6;5.666666667;3;2.8;2.2;1.25;6;3.2;1.125
57;49;Mujer;Casado;2;Profesional;Urbana;3;Público;Entre 200 y 500 empleados;No;Otro;41;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Menos de 1 año;Presencial;Entre 1 y 2 horas;14;4;3;4;3;3;3;2;5;5;5;5;4;5;4;4;4;3;3;4;4;4;3;2;3;4;4;4;4;4;2;3;2;3;5;7;7;7;7;5;7;5;5;5;1;3;1;3;1;1;1;1;2;2;2;3;2;1;1;1;2;1;1;1;1;1;1;1;1;6;6;5;5;6;6;6;6;7;5;3;3;3;3;4;1;1;1;1;1;2;1;1;3.666666667;2.75;4.714285714;3.666666667;3.75;2.666666667;4;2.8;6.111111111;2.5;1.4;2.2;1.083333333;5.8;3.2;1.125
58;35;Mujer;Unión libre;Sin hijos;Posgrado;Rural;3;Público;Entre 200 y 500 empleados;No;Presentación de servicios;42;Entre 1 y 3 SMLV;Directivo;Si;Entre 20 a 25;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;81;2;2;1;4;4;5;4;2;2;3;3;2;3;4;5;4;5;4;5;4;5;3;2;4;2;3;4;3;3;3;3;3;4;3;2;2;2;3;2;3;2;3;1;7;7;5;1;3;1;3;3;3;3;4;2;4;4;4;4;3;4;3;5;4;3;4;4;3;4;5;4;4;4;3;4;5;4;5;4;4;5;5;5;6;7;7;7;7;6;7;7;1.666666667;4.25;2.714285714;4.666666667;4.5;3;3;3.2;2.444444444;5;2.2;3.2;3.75;4.2;4.6;6.75
59;42;Hombre;Unión libre;Sin hijos;Tecnológico;Urbana;2;Público;Entre 50 y 200 empleados;No;Otro;47;Entre 1 y 3 SMLV;Operativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;31;4;4;5;2;3;2;2;4;5;4;4;3;3;4;4;5;4;4;4;4;4;1;1;2;2;3;2;4;2;3;3;3;3;6;5;5;5;7;7;5;7;5;7;2;3;4;2;4;2;2;4;3;3;3;3;3;1;1;2;1;2;1;1;3;1;1;1;2;5;5;4;5;5;5;4;5;4;5;1;3;2;2;3;1;1;2;1;1;2;1;2;4.333333333;2.25;3.857142857;4.333333333;4;1.333333333;2.75;2.8;5.777777778;4;2.8;3;1.416666667;4.7;2.2;1.375
60;37;Mujer;Unión libre;2;Técnico;Urbana;3;Público;Entre 50 y 200 empleados;No;Carrera;38;Menos de 1 SMLV;Operativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;9;4;5;3;2;2;2;2;4;3;3;4;3;4;2;4;5;4;5;5;5;5;3;3;4;4;4;4;4;1;1;2;1;1;4;5;2;4;6;4;6;4;4;2;4;4;4;2;4;6;2;2;2;4;6;4;2;2;3;1;2;2;2;2;3;2;1;1;3;6;5;5;5;5;5;4;5;5;6;3;3;4;4;3;2;1;2;3;2;3;1;1;4;2;3.285714286;4.333333333;5;3.333333333;4;1.2;4.333333333;3.5;3.2;3.6;2;5.1;3.4;1.875
61;55;Mujer;Unión libre;1;Técnico;Urbana;3;Público;Entre 50 y 200 empleados;No;Carrera;47;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Menos de 1 hora;30;1;1;1;5;5;5;5;3;2;3;2;2;4;3;3;3;3;4;4;3;4;3;3;3;3;2;3;3;1;2;2;3;2;6;6;6;6;6;4;5;6;5;6;2;4;3;3;2;3;3;2;2;6;2;2;4;3;3;2;3;2;3;3;2;2;2;2;2;5;5;6;5;6;5;6;6;6;6;3;3;4;2;3;2;4;3;4;3;2;2;3;1;5;2.714285714;3;3.75;3;2.75;2;5.555555556;3.75;2.6;3.2;2.416666667;5.6;3;2.875
62;28;Mujer;Soltero;2;Posgrado;Urbana;4;Mixto;Entre 50 y 200 empleados;No;Libre nombramiento y remocion;48;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 1 y 3 años;Presencial;Menos de 1 hora;3;3;3;3;4;3;3;4;4;4;4;5;5;5;5;4;4;4;5;5;5;5;2;2;2;3;5;4;4;5;5;4;4;5;5;6;5;5;5;5;6;5;5;4;2;2;2;6;2;2;6;4;4;6;5;6;5;1;2;2;2;1;1;1;2;2;2;1;1;5;6;6;6;7;6;6;6;6;6;4;3;2;2;3;3;4;2;2;3;1;2;2;3;3.5;4.571428571;4;5;2;4;4.6;5.222222222;2.5;4;5.2;1.5;6;2.8;2.375
63;46;Mujer;Soltero;1;Técnico;Urbana;4;Público;Más de 500 empleados;No;Carrera;42;Entre 1 y 3 SMLV;Administrativo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;0;1;1;1;5;5;5;5;4;3;4;4;4;3;4;5;4;5;5;4;5;4;3;2;2;5;4;4;5;3;4;4;4;3;2;6;4;5;6;4;4;4;4;2;6;4;4;4;3;4;3;4;4;6;4;2;4;2;1;2;1;1;1;1;1;3;2;2;2;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;2;1;1;1;3;2;1;2;1;5;3.714285714;4.666666667;4.5;2.333333333;4.5;3.6;4.333333333;4;3.6;4;1.583333333;4.9;5;1.625
64;42;Hombre;Unión libre;2;Tecnológico;Rural;3;Público;Entre 200 y 500 empleados;No;Libre nombramiento y remocion;52;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Menos de 1 año;Presencial;Entre 1 y 2 horas;6;2;2;2;3;2;2;3;5;4;4;4;4;4;4;4;4;3;3;4;4;5;3;2;3;3;3;3;4;4;5;5;4;5;7;5;7;7;7;7;7;7;7;7;1;3;1;4;2;2;2;2;4;6;2;2;6;2;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;6;6;7;7;7;4;3;5;5;5;1;1;1;1;1;1;1;1;2;2.5;4.142857143;3.666666667;4;2.666666667;3.25;4.6;6.777777778;3;2.4;4;1.083333333;6.8;4.4;1
65;25;Mujer;Unión libre;1;Posgrado;Urbana;4;Público;Más de 500 empleados;No;Presentación de servicios;37;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Más de 10 años;Presencial;Entre 1 y 2 horas;1;2;2;2;4;3;4;4;3;3;4;4;3;3;2;5;4;5;5;5;5;4;2;3;2;2;3;3;3;2;2;2;2;2;4;5;4;4;4;6;6;6;6;2;6;6;4;4;2;3;2;3;4;4;4;2;6;3;2;2;2;3;2;3;1;2;2;2;3;5;5;3;5;5;6;5;5;5;5;5;3;4;5;4;5;4;5;3;3;5;4;5;2;3.75;3.142857143;4.666666667;4.75;2.333333333;2.75;2;5;4.5;2.8;4;2.25;4.9;4.2;4.25
66;42;Mujer;Casado;Sin hijos;Técnico;Urbana;2;Mixto;Entre 50 y 200 empleados;No;Otro;47;Entre 1 y 3 SMLV;Administrativo;Si;Entre 15 a 20;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;2;5;5;4;1;1;1;2;4;4;4;3;3;5;3;4;4;3;3;4;5;5;2;1;3;3;4;4;4;4;3;3;4;3;7;5;6;6;4;6;5;5;5;6;2;4;2;6;4;4;2;4;6;4;4;6;2;2;2;2;1;2;3;2;1;2;2;3;2;5;6;7;6;6;6;5;6;7;7;5;4;4;5;3;3;3;4;2;2;3;3;3;4.666666667;1.25;3.714285714;3.666666667;4.25;2;3.75;3.4;5.444444444;3.5;4;4.4;2;6.1;4.2;2.875
67;30;Mujer;Casado;2;Posgrado;Urbana;2;Mixto;Entre 50 y 200 empleados;Si;Carrera;44;Entre 3 y 5 SMLV;Administrativo;No;Entre 1 a 5;Entre 3 y 7 años;Presencial;Menos de 1 hora;24;4;3;4;4;4;3;4;2;2;3;3;2;2;2;4;4;4;4;5;5;4;3;4;3;2;2;2;3;1;2;2;2;1;2;2;2;4;2;2;3;3;2;3;5;6;5;3;2;2;3;2;5;6;4;6;4;2;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;3;2;4;2;4;4;3;5;3;4;4;5;5;4;5;5;4;5;6;3.666666667;3.75;2.285714286;4;4.5;3.333333333;2.25;1.6;2.444444444;4.75;2.4;5;2.833333333;3;3.8;4.875
68;62;Hombre;Soltero;1;Tecnológico;Rural;4;Mixto;Entre 10 y 50 empleados;No;Carrera;34;Menos de 1 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;15;3;3;3;4;3;3;4;2;3;3;4;3;3;3;3;4;3;5;3;4;4;4;3;4;2;2;2;2;3;4;2;3;3;6;5;5;5;4;5;7;6;7;6;3;2;4;3;3;2;3;2;2;2;3;2;3;2;1;2;1;2;1;1;1;1;1;2;2;6;5;5;6;7;7;6;6;7;6;3;2;2;2;3;2;3;2;3;2;2;1;1;3;3.5;3;3.333333333;4;3.666666667;2;3;5.555555556;3.75;2.6;2.4;1.416666667;6.1;2.4;2
69;50;Mujer;Unión libre;Sin hijos;Posgrado;Urbana;5;Público;Entre 50 y 200 empleados;No;Carrera;34;Entre 5 y 10 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;60;3;2;1;3;3;3;3;3;3;4;5;3;4;4;4;4;3;4;4;5;4;4;3;4;4;3;2;3;4;4;5;5;4;5;6;6;5;5;5;7;6;6;6;3;2;2;1;1;3;1;1;3;3;3;3;3;3;2;3;2;2;1;3;2;2;2;2;3;7;6;6;7;7;7;7;6;7;7;3;3;3;1;2;4;4;4;3;4;3;4;3;2;3;3.714285714;3.666666667;4.25;3.666666667;3;4.4;5.666666667;3.25;1.4;3;2.25;6.7;2.4;3.625
70;50;Mujer;Casado;Sin hijos;Profesional;Urbana;1;Público;Menos de 10 empleados;No;Otro;46;Entre 1 y 3 SMLV;Directivo;No;Entre 1 a 5;Entre 7 y 10 años;Presencial;Entre 1 y 2 horas;31;2;3;2;4;4;3;4;4;3;3;3;3;3;3;4;4;4;5;5;5;5;3;3;3;3;3;2;2;3;3;3;4;3;2;4;2;4;4;2;2;2;3;3;5;5;5;3;3;2;3;2;4;6;6;2;2;2;2;2;3;2;2;3;2;3;2;2;3;4;5;6;6;5;5;6;6;5;5;5;5;4;5;4;1;2;2;2;1;1;2;3;2.333333333;3.75;3.142857143;4;5;3;2.5;3.2;2.777777778;4.5;2.6;4;2.333333333;5.3;4.6;1.75
